id,char,unicode,n_points,n_strokes,stroke
79,晨chen,,140,19,"140,-64,0,-11,34,-11,35,-10,35,-10,34,-11,34,-64,0,-5,-10,-3,-10,-2,-8,4,-8,4,-11,6,-11,6,-11,-64,0,1,-8,1,1,-64,0,-1,-7,-2,-5,-64,0,-1,-7,0,-5,0,-5,-64,0,3,-8,2,-5,-64,0,3,-8,4,-5,-64,0,-2,-3,-2,15,-64,0,-5,7,-5,11,-64,0,-4,7,1,7,-64,0,1,7,1,11,-64,0,-12,9,8,9,-64,0,-5,11,1,11,-64,0,-9,7,-10,9,-8,11,-6,9,-7,6,-9,7,-9,7,-64,0,-8,6,-8,11,-64,0,3,6,3,11,7,12,7,7,3,6,3,6,-64,0,5,6,5,11,-64,-64,,,,,,"
80,爯,722F,20,5,"20,-64,0,-1,-15,-1,18,-64,0,-9,-4,-1,4,-64,0,8,-4,-1,4,-64,-64,,,,,,"
81,偁,5041,44,9,"44,-64,0,0,-15,6,9,-64,0,6,9,-5,13,-64,0,-7,4,4,2,-64,0,0,-16,-5,-2,-64,0,-7,-2,3,-4,-64,0,-7,-2,-7,4,-64,0,-2,3,-4,12,-64,-64,,,,,,"
82,瞠yin,,94,14,"94,-64,0,-7,-11,-7,-7,-64,0,-7,-1,-8,4,-64,0,-7,7,-7,12,-64,0,5,-12,6,-7,-64,0,5,-2,6,3,-64,0,4,7,6,12,-64,0,-4,-4,-3,-10,0,-4,2,-9,4,-6,4,-6,-64,0,-3,-3,0,0,2,-3,2,-3,-64,0,0,-4,0,-1,-64,0,-4,5,-4,-1,-1,4,3,0,3,3,-64,0,-3,6,0,10,2,6,-64,0,-1,4,0,9,-64,-64,,,,,,"
83,丞,4E1E,52,9,"52,-64,0,7,-11,-10,-10,-10,14,-64,0,2,-11,-10,-4,-64,0,-6,-6,-2,-1,4,0,-64,0,-9,-1,-4,3,4,4,-64,0,-2,-1,-4,3,-64,0,0,-5,6,-2,-64,0,5,-6,6,-2,5,14,-64,-64,,,,,,"
84,成,6210,26,6,"26,-64,0,2,-12,-3,-4,-64,0,4,-3,-2,2,-64,0,2,3,0,6,-64,0,4,7,-2,14,-64,-64,,,,,,"
85,呈,5448,76,13,"76,-64,0,-5,-4,4,-4,4,11,-64,0,-2,-4,4,3,-64,0,0,-1,-6,2,-64,0,2,1,-6,5,-64,0,-6,0,-6,12,-64,0,-6,-14,-10,-6,-7,0,-64,0,-8,-10,-6,-7,-64,0,-10,-7,-6,-3,-64,0,6,-14,5,-9,8,-4,6,-1,-64,0,5,-9,4,-7,-64,0,7,-6,6,-4,-64,-64,,,,,,"
86,乘,4E58,52,8,"52,-64,0,0,-5,-5,0,-2,6,-6,11,-64,0,0,-5,4,0,3,7,5,11,-64,0,-7,8,0,0,8,8,-64,0,-2,-17,1,-11,-2,-7,-1,-2,-64,0,1,-12,2,-9,-64,0,-1,-9,2,-7,-64,-64,,,,,,"
87,持xun,,76,10,"76,-64,0,-7,2,-5,-1,-5,-6,-3,-9,-1,-7,-1,-2,-1,2,-64,0,4,-14,8,-6,1,-2,3,2,9,-2,6,8,-64,0,6,-11,3,-5,3,-3,-64,0,-4,-19,-3,-15,-7,-11,-8,-6,-64,0,-5,-13,-5,-10,-64,0,-4,-14,-3,-12,-64,0,-7,-5,0,-5,-64,0,-5,-1,-3,-3,0,0,-64,-64,,,,,,"
88,齒,9F52,70,9,"70,-64,0,-1,-12,2,-1,-4,3,-4,7,2,2,2,7,-64,0,0,-9,-2,-4,-2,2,-64,0,-6,-17,-6,-12,-2,-6,-64,0,-3,-14,-5,-3,-64,0,4,-17,5,-10,1,-6,-64,0,2,-13,4,-9,5,-5,-64,0,-7,-10,-9,1,-9,4,0,12,6,9,8,1,8,-6,-64,-64,,,,,,"
89,赤,8D64,42,7,"42,-64,0,-4,-10,-3,-3,6,-7,10,-7,-64,0,6,-7,-4,-10,-64,0,6,-13,6,13,-64,0,2,13,9,13,-64,0,-3,2,1,2,1,6,-3,6,-3,2,-64,-64,,,,,,"
90,沖,6C96,36,6,"36,-64,0,-4,-10,-3,-5,5,-6,3,-12,-4,-10,-64,0,-3,-1,0,4,5,-1,-64,0,1,-5,0,11,-64,0,-6,5,0,11,5,6,-64,-64,,,,,,"
91,舂,8202,46,8,"46,-64,0,2,-7,2,10,-64,0,-3,-6,2,2,9,-8,-64,0,-3,9,2,3,8,10,-64,0,2,-16,2,-10,0,-7,-64,0,2,-10,4,-8,-64,0,-2,-11,2,-15,7,-11,-64,-64,,,,,,"
92,虫,866B,62,9,"62,-64,0,0,-14,0,-11,-5,-8,-64,0,1,-12,5,-9,-64,0,0,-11,0,-7,-2,-3,-4,4,-64,0,0,-7,3,-2,3,3,-64,0,-8,3,-5,12,0,14,6,12,8,4,-64,0,-7,4,-3,9,-64,0,-3,8,0,3,2,9,8,5,-64,-64,,,,,,"
93,疇,7587,74,10,"74,-64,0,-7,-9,-4,-1,-6,6,-5,12,-64,0,-4,4,-4,6,-64,0,-2,-12,1,-12,-64,0,-4,-6,-2,-7,-1,-9,1,-9,1,13,-64,0,-4,9,-2,9,-2,7,1,5,-64,0,-2,-2,4,-2,4,1,-1,1,-1,-2,-64,0,3,-9,3,-6,-64,0,4,-11,7,-6,5,8,10,12,-64,-64,,,,,,"
94,丑,4E11,52,8,"52,-64,0,0,-12,1,2,-2,5,1,9,3,5,1,2,-64,0,-3,-12,-3,-6,-64,0,2,-14,2,-7,-64,0,0,-11,-6,-7,-64,0,1,-10,9,-6,-64,0,-7,-4,-6,7,-1,14,6,9,6,-4,-64,-64,,,,,,"
95,醜,919C,26,4,"26,-64,0,0,-9,-3,-4,0,-1,2,-5,0,-9,0,-9,-64,0,0,-1,-2,9,3,13,5,9,-64,-64,,,,,,"
96,臭,81ED,60,8,"60,-64,0,2,-9,6,-2,4,3,-1,7,-1,12,5,15,9,12,-64,0,-5,-3,1,-4,2,1,-5,1,-4,1,-64,0,-1,-4,-1,1,-64,0,2,-9,-4,-5,-64,0,8,5,2,7,2,10,9,9,-64,0,5,6,5,9,5,9,-64,-64,,,,,,"
97,出,51FA,32,4,"32,-64,0,-5,-3,-5,-8,3,-2,7,6,6,15,-64,0,-7,0,-6,6,-1,3,3,-2,4,-7,2,-11,-2,-14,-3,-11,-64,-64,,,,,,"
98,初,521D,108,13,"108,-64,0,-11,-11,1,-11,-64,0,-10,-10,-8,-5,-8,-2,-9,3,-8,7,-3,11,-1,6,-1,3,-3,-5,1,-11,-64,0,-8,-5,-4,-5,-64,0,-5,-9,-5,-7,-64,0,-6,-1,-6,1,-64,0,-4,-1,-4,1,-64,0,-5,3,-5,7,-64,0,2,-11,10,-12,10,-5,2,-5,2,-10,-64,0,2,-9,10,-9,-64,0,6,-11,6,-5,7,0,7,4,6,6,1,8,0,11,8,8,7,13,4,17,-64,0,6,-4,4,0,2,7,-64,-64,,,,,,"
99,芻,82BB,70,10,"70,-64,0,-5,-17,-4,-12,3,-12,5,-17,-64,0,0,-18,0,-14,-5,-10,-3,-5,-1,-9,-64,0,1,-16,6,-9,4,-6,1,-10,-64,0,-2,-3,5,0,-64,0,2,-4,2,-1,-4,1,-64,0,-2,1,-1,6,-64,0,2,-1,3,7,0,11,3,14,-64,0,-4,9,3,6,-64,-64,,,,,,"
100,雏chu,,38,6,"38,-64,0,-1,-11,0,6,-64,0,3,-11,0,6,-64,0,-6,-12,-2,-6,2,-5,-64,0,-7,-5,-6,8,-5,10,5,10,8,8,7,-5,7,-5,-64,-64,,,,,,"
101,楚,695A,50,8,"50,-64,0,-8,-8,-1,-16,5,-10,-64,0,-4,-5,-3,1,3,3,-64,0,-2,-9,-7,-4,-64,0,-1,-1,2,-1,1,-6,0,-8,5,-5,-64,0,9,-16,8,3,2,8,-64,0,8,-4,4,0,-64,-64,,,,,,"
102,川,5DDD,56,10,"56,-64,0,-3,-15,3,-7,2,2,-6,10,-64,0,-5,-6,2,3,4,16,-64,0,-6,-16,-6,-8,-64,0,-9,-13,-6,-8,-64,0,-2,-13,-6,-8,-64,0,-7,-4,-6,7,-64,0,-10,-1,-6,3,-64,0,-4,-2,-6,3,-64,-64,,,,,,"
103,傳,50B3,98,14,"98,-64,0,6,-19,2,-12,3,-4,1,2,0,5,-64,0,8,-17,5,-12,7,-4,4,0,3,4,-64,0,4,-16,6,-14,-64,0,2,-13,6,-13,-64,0,7,-4,9,-2,10,3,5,6,-64,0,10,3,9,6,-64,0,-3,-17,-6,-6,-2,-1,-64,0,-1,-8,-4,-4,-5,6,-64,0,-1,-6,-1,-1,-64,0,-2,-5,-1,-4,1,-6,-64,0,-2,-14,-2,-9,-64,0,-3,-12,-2,-11,0,-13,-64,-64,,,,,,"
104,吹,5439,106,19,"106,-64,0,-3,-1,-2,2,-64,0,-2,2,3,1,-64,0,-3,-1,4,-2,-64,0,4,-2,3,1,-64,0,-4,-12,-3,-3,-64,0,-6,-12,-4,-9,-64,0,-1,-12,-4,-9,-64,0,-4,-9,-7,-2,-64,0,-4,-9,-2,-4,-64,0,3,-13,4,-4,-64,0,1,-12,3,-9,-64,0,6,-13,3,-9,-64,0,3,-9,1,-4,-64,0,3,-9,6,-4,-64,0,-2,6,1,14,-64,0,1,5,1,13,-64,0,-1,9,4,8,5,3,-64,-64,,,,,,"
105,春,6625,58,9,"58,-64,0,0,-13,2,-5,3,0,0,6,1,16,-64,0,-3,-16,-2,-8,-64,0,-3,8,-2,14,-64,0,5,-12,6,-4,-64,0,4,3,4,9,-64,0,-7,-16,-3,-2,-6,7,-5,17,-64,0,6,-16,10,-4,7,9,11,19,-64,-64,,,,,,"
106,纯chun,,70,10,"70,-64,0,-3,-10,1,-6,4,1,3,7,0,8,-4,6,-4,1,2,-11,2,-11,-64,0,-4,1,4,1,-64,0,-1,-11,0,8,-64,0,-1,8,-1,11,1,11,1,8,-64,0,8,3,3,8,-64,0,4,3,9,13,-64,0,-7,-9,-10,2,-64,0,-8,-4,-5,-1,-9,8,-64,-64,,,,,,"
107,辵,8FB5,70,11,"70,-64,0,-8,-11,-2,-11,-64,0,-8,-11,-8,-7,-2,-7,-64,0,-4,-11,-4,-7,-64,0,-7,-7,-7,5,-2,7,-2,7,-64,0,-2,7,-2,10,-8,8,-6,13,0,16,-64,0,-7,-7,-3,6,-64,0,0,-13,6,-15,-64,0,6,-15,7,-10,0,-9,-64,0,3,-14,3,-10,-64,-64,,,,,,"
108,娕,5A15,150,25,"150,-64,0,-7,-15,-7,-2,-64,0,-11,-13,-7,-9,-7,-9,-64,0,-2,-14,-7,-9,-64,0,-7,-9,-11,-4,-64,0,-7,-9,-4,-6,-64,0,-11,0,-11,5,-64,0,-11,0,-3,0,-3,5,-64,0,-11,5,-3,5,-64,0,-11,3,-6,3,-64,0,0,-11,-3,-6,-64,0,-3,-6,0,-2,-64,0,-3,5,0,12,-64,0,6,-15,6,0,-64,0,3,-11,6,-8,-64,0,10,-13,6,-8,-64,0,6,-6,3,-2,-64,0,6,-6,10,-2,-64,0,4,2,4,17,-64,0,1,6,4,8,-64,0,8,2,4,7,-64,0,4,10,1,13,-64,0,5,10,9,13,-64,0,1,-17,1,-5,0,0,-2,9,-6,14,-64,-64,,,,,,"
109,逴,9034,110,17,"110,-64,0,-8,-6,2,-8,-64,0,-8,-6,-7,-3,2,-5,2,-9,-64,0,-5,-11,-5,-7,-5,-7,-64,0,-1,-12,-1,-7,-64,0,-4,-15,-8,-11,-8,-11,-64,0,-3,-15,2,-12,-64,0,-8,-11,2,-12,-64,0,-7,-1,-4,-1,-64,0,-1,-2,2,-3,-64,0,-5,1,-3,3,-3,13,-64,0,0,0,-3,3,-3,3,-64,0,-7,5,-5,1,-5,1,-64,0,0,0,1,3,-64,0,-5,4,-3,8,0,4,-64,0,-6,7,-3,10,0,7,-64,-64,,,,,,"
110,疵ci,,62,11,"62,-64,0,-4,-6,-1,2,-64,0,-1,-9,-1,2,-64,0,-3,-4,2,-7,3,-10,-64,0,-6,-14,-6,-3,-9,1,-64,0,-6,2,-11,9,-64,0,-7,4,-7,12,-64,0,5,-13,5,-1,10,2,-64,0,3,5,3,15,-64,0,3,5,8,7,-64,-64,,,,,,"
111,祠,7960,106,15,"106,-64,0,-4,-9,-5,1,-5,8,-1,11,-1,14,-6,10,-4,16,-64,0,-8,-6,-1,-2,-64,0,-2,-3,-2,3,-64,0,-8,-6,-8,-3,-7,0,0,4,-64,0,3,-9,4,17,-64,0,-1,-8,3,-3,-64,0,7,-8,3,-3,-64,0,4,-3,6,0,4,2,-64,0,3,-3,1,0,3,2,-64,0,3,3,0,6,2,8,4,8,-64,0,4,3,7,5,7,6,4,8,-64,0,4,9,1,13,-64,0,4,9,7,12,-64,-64,,,,,,"
112,此,6B64,60,10,"60,-64,0,3,-13,1,-5,-64,0,1,-5,-3,-1,2,2,5,-2,1,-5,-64,0,2,2,3,13,-64,0,2,-10,6,-8,-64,0,-1,5,3,8,7,1,-64,0,-4,-11,-4,-4,-9,2,-64,0,-3,3,-7,10,-64,0,-4,5,-3,13,-64,-64,,,,,,"
113,朿,673F,40,7,"40,-64,0,-6,-14,6,-13,3,-3,9,10,-64,0,-4,-9,4,-7,-64,0,-9,1,-9,9,-5,11,-2,9,-64,0,-1,-2,-2,9,-64,0,-9,5,-2,5,-64,-64,,,,,,"
114,次,6B21,36,7,"36,-64,0,0,-14,1,-5,-2,-1,0,13,-64,0,1,-5,8,4,-64,0,-7,-3,-4,12,-64,0,-11,3,-4,12,-64,0,-9,5,-3,-4,-64,-64,,,,,,"
115,从,4ECE,52,10,"52,-64,0,0,-13,-2,-9,-5,-6,-64,0,0,-13,4,-7,-64,0,0,-14,0,15,-64,0,-6,-5,-6,1,-64,0,-6,-3,6,-3,-64,0,6,-5,6,2,-64,0,0,6,-5,10,-64,0,0,5,4,10,-64,-64,,,,,,"
116,從,5F9E,58,8,"58,-64,0,8,-15,-1,-15,0,-10,5,-9,10,-11,-64,0,2,-15,4,-9,-64,0,0,-10,1,-3,3,0,-64,0,4,-9,4,-3,3,0,2,7,9,9,8,12,1,10,5,17,-64,0,6,-13,11,-13,-64,0,2,-8,2,-6,-64,-64,,,,,,"
117,麤,9EA4,48,6,"48,-64,0,-5,-8,-10,4,-5,13,-5,7,-9,4,-4,-1,-5,-8,-64,0,-1,-8,2,-4,5,-9,-64,0,2,-10,2,4,-1,8,2,14,5,7,2,4,-64,0,-2,-2,2,2,7,-4,-64,-64,,,,,,"
118,搓cuo,,34,6,"34,-64,0,-3,-15,-4,-5,-1,-1,-4,9,-64,0,-3,-10,-1,-9,-64,0,4,-15,1,-6,6,-1,3,9,-64,0,3,-11,8,-8,-64,-64,,,,,,"
119,虘,8658,50,9,"50,-64,0,-3,-11,-3,-9,-6,-2,-64,0,-3,-1,-6,6,-64,0,-4,1,-3,13,-64,0,1,-9,-1,0,-64,0,0,-5,3,-3,1,8,-64,0,7,-10,5,-4,-64,0,6,-7,9,-5,6,6,-64,-64,,,,,,"
120,蔖cuo,,166,26,"166,-64,0,-9,-6,-6,-4,-64,0,-9,-4,-7,-5,-64,0,-5,-6,-7,-5,-64,0,-9,0,-3,-5,-64,0,-9,0,-6,0,-2,-3,-2,-3,-64,0,-6,-3,-5,-1,-64,0,-4,-4,-4,-2,-64,0,-5,0,-4,4,-7,11,-64,0,-4,2,0,4,-64,0,-4,5,-1,6,-64,0,0,1,0,9,0,1,1,9,-64,0,-1,-14,2,-9,2,-9,-64,0,1,-15,-2,-10,-64,0,2,-13,3,-12,-64,0,5,-16,4,-11,-64,0,7,-15,5,-14,-64,0,-2,-6,1,-9,9,-10,-64,0,-1,-5,4,-5,8,-9,-64,0,1,-8,2,-6,-64,0,4,-9,4,-7,-64,0,3,-5,5,1,3,7,-64,0,5,0,12,3,-64,0,5,3,9,6,-64,0,13,0,10,5,11,10,-64,-64,,,,,,"
121,沓,6C93,70,12,"70,-64,0,0,-15,0,-9,-64,0,9,-16,9,-8,6,-5,-1,-2,-64,0,-2,-6,-1,1,-64,0,9,-13,4,-10,-64,0,0,-13,7,-7,-64,0,5,-5,4,-1,3,10,-64,0,6,-5,9,-1,9,10,-64,0,4,0,9,0,-64,0,3,5,9,5,-64,0,-1,10,12,10,-64,-64,,,,,,"
122,逹,9039,126,20,"126,-64,0,-3,2,-3,0,5,-3,-64,0,-1,-10,-2,-8,5,-3,-64,0,5,-13,-1,-1,-64,0,1,0,-3,13,-64,0,1,0,4,13,-64,0,-1,5,2,5,-64,0,-2,8,3,8,-64,0,-7,13,7,13,-64,0,-4,-9,-5,-5,-4,-1,-64,0,-2,-6,-6,-2,-7,4,-64,0,-8,-14,-7,-6,-64,0,-10,-12,-7,-9,-5,-12,-64,0,-7,5,-7,12,-64,0,-10,6,-7,9,-4,5,-64,0,7,-11,8,-2,-64,0,4,-8,8,-6,10,-9,-64,0,8,3,9,12,-64,0,6,6,9,9,12,6,-64,-64,,,,,,"
123,大,5927,72,12,"72,-64,0,-3,-14,-5,-10,8,-4,-4,-2,-64,0,3,-12,-1,-8,-2,0,-64,0,-6,-10,-9,-4,-6,5,-9,14,-64,0,-10,2,-10,7,-64,0,-6,-6,-5,-2,-64,0,3,-2,-3,12,-64,0,3,-1,5,12,-64,0,0,3,4,4,-64,0,0,6,3,7,-64,0,-6,12,8,11,-64,-64,,,,,,"
124,丹,4E39,66,11,"66,-64,0,-6,-8,-7,-2,-10,2,-64,0,-6,3,-10,7,-64,0,-7,5,-7,13,-64,0,0,-11,3,-3,1,5,-64,0,-1,-8,-2,-3,-64,0,3,-10,5,-7,-64,0,5,-4,5,1,-64,0,-3,6,-3,11,0,12,5,12,5,6,-64,0,5,8,-3,8,-64,-64,,,,,,"
125,單,55AE,80,14,"80,-64,0,2,-12,2,-8,-64,0,2,-8,-2,-4,-64,0,2,-8,7,-5,-64,0,2,-8,2,-2,-64,0,2,-2,-2,2,-64,0,2,-2,6,2,-64,0,0,5,0,12,4,11,-64,0,3,4,4,11,-64,0,0,8,5,7,6,3,-64,0,-4,-8,-4,-3,-8,2,-64,0,-4,3,-8,8,-64,0,-5,4,-5,13,-64,-64,,,,,,"
126,箪dan,,34,6,"34,-64,0,1,-14,1,2,-4,6,-6,13,-64,0,1,1,6,5,7,14,-64,0,-8,-2,1,-10,-64,0,2,-10,7,-7,11,-1,-64,-64,,,,,,"
127,瓭dan,,32,7,"32,-64,0,0,-12,0,7,-64,0,10,-13,11,7,-64,0,0,-6,10,-7,-64,0,0,1,11,1,-64,0,3,-3,7,-3,-64,-64,,,,,,"
128,撣,64A3,78,13,"78,-64,0,-6,-15,-8,-10,-5,-7,-64,0,-6,-15,-3,-10,-5,-7,-64,0,4,-14,1,-10,3,-7,-64,0,4,-14,6,-10,3,-7,-64,0,-5,-7,-1,1,-64,0,3,-7,-1,1,-64,0,-6,1,-6,7,-64,0,-6,1,4,1,4,7,-64,0,-6,4,4,4,-64,0,-6,7,4,7,-64,0,-1,1,-1,17,-64,-64,,,,,,"
129,旦,65E6,72,12,"72,-64,0,-8,-10,-8,11,-64,0,-2,-11,-2,13,-64,0,-8,-10,-2,-11,-64,0,-7,-4,-6,-8,-3,-4,-64,0,-8,1,-5,-2,-2,1,-64,0,-7,6,-5,3,-3,6,-64,0,-8,11,-2,11,-64,0,2,-12,2,-1,2,-1,-64,0,2,-4,6,-1,1,11,-64,0,2,1,9,13,-64,-64,,,,,,"
130,但,4F46,88,14,"88,-64,0,0,-11,-7,-4,-7,13,-64,0,-1,-11,8,-2,-64,0,8,-2,7,12,-64,0,2,-5,0,-2,-64,0,1,-5,3,-2,-64,0,2,-2,0,2,2,7,4,4,2,-2,-64,0,2,7,2,14,-64,0,-3,-5,-3,0,-5,3,-3,7,-3,13,-64,0,-5,3,0,3,-64,0,-1,7,2,9,-64,0,5,6,2,9,-64,0,-1,3,5,3,-64,-64,,,,,,"
131,淡,6DE1,96,9,"96,-64,0,-1,-7,-3,-6,-5,-4,-4,-2,-3,0,-2,0,0,0,2,-1,3,-4,3,-6,1,-7,-1,-7,-64,0,-4,-13,-1,-6,-1,-1,-1,5,-64,0,2,-12,0,-7,-1,-2,-1,5,-64,0,-1,2,2,3,2,5,-2,9,-64,0,-1,5,1,7,1,14,-64,0,2,-15,1,-13,2,-12,3,-12,4,-13,3,-15,2,-15,-64,0,-5,-15,-7,-14,-5,-12,-4,-13,-3,-15,-5,-15,-64,-64,,,,,,"
132,僤,50E4,64,12,"64,-64,0,-7,-7,-6,-1,-64,0,-7,-8,5,-9,5,-9,-64,0,5,-9,6,-5,-64,0,6,-5,5,-3,-64,0,-5,-5,2,-6,-64,0,-7,-1,4,-3,-64,0,-2,4,-1,9,-64,0,-3,4,6,3,-64,0,6,3,6,8,-64,0,-1,9,6,8,-64,-64,,,,,,"
133,彈,5F48,48,7,"48,-64,0,-4,-11,-10,4,-64,0,-7,-4,-3,0,-5,3,-6,11,-64,0,-1,-9,-2,-2,7,-2,7,-9,-1,-8,-64,0,1,-6,5,-6,-64,0,0,2,-1,7,7,7,7,1,0,2,-64,-64,,,,,,"
134,禫,79AB,64,11,"64,-64,0,-1,-18,1,0,-2,9,-64,0,1,0,8,8,-64,0,-1,-14,-5,-8,-64,0,-1,-14,6,-10,-64,0,-6,-16,-4,-12,-64,0,3,-19,5,-15,-64,0,-4,-3,-3,2,-64,0,5,-6,7,-1,-64,0,-10,-14,-10,-10,-11,-6,-9,-2,-7,13,-64,-64,,,,,,"
135,宕,5B95,66,8,"66,-64,0,-10,-6,-4,1,-7,12,-64,0,-8,-3,-9,5,-11,8,-64,0,-1,-10,-3,-13,-2,-15,-1,-14,0,-14,0,-11,-1,-11,3,-5,6,-10,6,-13,8,-12,-64,0,-1,-4,0,4,8,4,7,-4,-1,-3,-64,0,-1,0,7,0,-64,0,3,-3,4,14,-64,-64,,,,,,"
136,刀,5200,56,9,"56,-64,0,-4,-1,-6,3,-3,5,-1,1,-4,-1,-4,-1,-64,0,1,-10,-4,-1,-64,0,-3,5,-2,11,2,17,-64,0,0,-6,3,-1,-64,0,3,-1,0,2,-64,0,0,2,3,8,0,14,-64,0,1,-11,5,-8,-64,-64,,,,,,"
137,得,5F97,82,15,"82,-64,0,-10,-13,-2,-13,-64,0,-12,-9,-1,-9,-64,0,-6,-9,-7,4,-64,0,1,-9,2,-3,-64,0,-4,-7,0,-3,5,-3,-64,0,5,-3,8,-8,-64,0,-5,2,8,2,-64,0,0,-3,-1,2,-64,0,5,-3,5,2,-64,0,-5,2,2,15,-64,0,8,2,2,15,-64,0,5,2,-1,9,-64,0,-1,1,4,10,-64,-64,,,,,,"
138,德,5FB7,52,9,"52,-64,0,0,-10,-7,-3,-7,9,-64,0,0,-10,7,-2,8,12,-64,0,-4,-1,2,0,-64,0,-4,-1,-4,11,-64,0,0,0,-4,7,-64,0,1,4,2,12,5,10,5,4,-64,0,1,6,5,6,-64,-64,,,,,,"
139,登,767B,22,4,"22,-64,0,3,-17,-1,-12,0,-6,3,2,2,6,-4,10,-64,0,0,-5,-6,6,-64,-64,,,,,,"
140,狄,72C4,90,15,"90,-64,0,1,-14,-3,-7,0,-1,-64,0,3,-13,7,-6,5,-2,-64,0,1,-14,1,-10,-64,0,3,-13,3,-11,-64,0,1,-5,0,-1,-64,0,3,-5,5,-2,-64,0,-2,-9,5,-9,-64,0,-2,-6,6,-7,-64,0,3,-3,5,2,-1,8,-64,0,-1,1,5,6,6,13,-64,0,-6,-16,-6,-10,-8,-6,-64,0,-3,-2,-8,4,-64,0,-4,0,-3,9,-64,-64,,,,,,"
141,迪di,,58,10,"58,-64,0,-4,-1,-3,-8,10,-8,-64,0,0,-8,0,-3,5,-3,5,-8,-64,0,-4,-4,0,-4,-64,0,10,-8,5,-5,-64,0,2,-15,2,-8,-64,0,-6,-1,-11,4,-64,0,-7,0,-7,10,-64,0,-7,-11,-7,-5,-9,-2,-64,-64,,,,,,"
142,弟,5F1F,114,19,"114,-64,0,-1,-16,-5,-11,-64,0,-7,-14,-3,-7,-64,0,-4,-16,-3,-7,-64,0,0,-16,4,-12,-64,0,2,-15,2,-8,-64,0,5,-15,2,-8,-64,0,-7,-6,4,-6,-64,0,-7,-4,-1,-3,5,-4,-64,0,-7,-7,-7,1,-1,2,4,0,-64,0,5,-8,4,0,-64,0,-3,2,-4,9,-64,0,0,1,2,9,-64,0,-4,9,2,9,-64,0,-6,8,-11,17,-64,0,-7,5,-9,10,-6,13,-64,0,3,7,7,17,-64,0,6,4,6,10,2,13,-64,-64,,,,,,"
143,杕,6755,68,12,"68,-64,0,-3,-11,-5,-4,-64,0,-2,-11,1,-4,-64,0,-2,-10,-2,2,-7,9,-64,0,-2,2,0,8,-64,0,0,-11,9,-7,-64,0,0,-15,9,-8,-64,0,5,-7,3,-1,-64,0,5,-8,8,-1,4,7,9,14,-64,0,1,5,3,10,-64,0,2,7,4,7,-64,-64,,,,,,"
144,帝,5E1D,48,7,"48,-64,0,-4,-12,-4,-7,-6,-4,-4,1,-1,-3,-3,-7,-64,0,-10,-3,-7,7,0,7,1,-3,-64,0,-9,2,2,2,-64,0,4,-9,5,-1,10,2,-64,0,9,7,4,3,4,15,-64,-64,,,,,,"
145,禘,7998,54,9,"54,-64,0,-6,-8,-6,13,-64,0,-11,-7,-6,0,0,-6,-64,0,-12,10,-7,2,-2,7,-64,0,3,-11,4,-3,2,3,-2,11,-64,0,2,2,8,10,-64,0,-2,0,2,-4,4,-7,-64,0,4,-6,8,2,-64,-64,,,,,,"
146,典,5178,44,7,"44,-64,0,1,-11,1,9,-64,0,4,-15,1,-11,1,-11,-64,0,-1,-13,1,-11,1,-11,-64,0,-3,-5,6,-9,6,-5,-4,0,-3,5,7,2,-64,0,-1,10,4,7,-64,-64,,,,,,"
147,奠,5960,54,10,"54,-64,0,-8,-14,8,-14,-64,0,-1,-14,-2,18,-64,0,-7,-14,-1,-5,5,-14,-64,0,-9,-8,-9,0,-64,0,-9,-4,7,-4,7,-4,-64,0,7,-8,7,2,-64,0,-1,0,-10,11,-64,0,-1,0,7,12,-64,-64,,,,,,"
148,弔,5F14,64,12,"64,-64,0,-10,-14,8,-15,-64,0,-1,-15,-2,18,-64,0,-9,-5,-9,1,-64,0,-9,-5,7,-5,-64,0,7,-5,7,1,-64,0,-9,1,7,1,-64,0,-9,-14,-1,-7,-1,-7,-64,0,6,-15,-1,-7,-64,0,-3,1,-10,13,-64,0,1,1,7,14,-64,-64,,,,,,"
149,眣die,,72,13,"72,-64,0,-2,-3,9,-3,-64,0,-3,0,10,0,-64,0,-3,-9,-2,1,-64,0,1,-5,1,2,-64,0,5,-9,5,0,-64,0,-5,-6,-5,0,-3,4,-64,0,-3,-4,-6,1,-7,7,-64,0,10,-1,12,9,-64,0,13,-2,9,5,-64,0,-1,6,7,6,-64,0,-1,10,7,10,-64,-64,,,,,,"
150,耋,800B,60,10,"60,-64,0,-5,-14,5,-14,-64,0,-6,-10,6,-10,-64,0,-6,-10,-3,0,-3,4,1,8,4,5,4,-1,6,-10,-64,0,-5,-5,4,-5,-64,0,-3,-1,4,-2,-64,0,-5,9,6,9,-64,0,-1,-14,-2,-7,-64,0,1,-14,2,-7,-64,-64,,,,,,"
151,丁,4E01,46,7,"46,-64,0,2,-11,-1,-1,4,7,2,14,-64,0,1,-9,7,-4,-64,0,-4,-8,5,-1,4,1,-4,0,-64,0,-4,0,-5,1,-4,4,6,6,-64,0,-3,-4,-4,-8,0,-8,-64,-64,,,,,,"
152,鼎,9F0E,58,9,"58,-64,0,7,-8,-5,-8,-7,-4,-64,0,-2,-8,-2,-2,2,-3,2,-8,-64,0,-6,-5,-3,-4,-64,0,6,-8,3,-5,-64,0,0,-2,0,5,-3,8,3,14,-64,0,0,3,2,7,-5,17,-64,0,-6,5,0,-1,5,4,-64,-64,,,,,,"
